,pos,count,entity
1383,N,2,Gastroenterology
1384,N,6,Researchers
1385,N,8,findings
1386,A,15,significant
1387,A,17,potential
1388,A,7,earlier
1389,N,13,stage
1390,A,1,diabetic-friendly
1391,N,15,dessert
1392,N,1,Vanilla
1393,N,20,cream
1394,N,1,puffs
1395,N,1,carrot
1396,N,5,cake
1397,N,12,coconut
1398,N,1,tartlets
1399,N,1,tiramisu
1400,N,55,choices
1401,A,58,possible
1402,A,3,countless
1403,A,72,often
1404,A,2,neglected
1405,N,19,individuals
1406,N,108,Tips
1407,N,11,pregnancy
1408,N,8,dietician
1409,A,14,accurate
1410,N,8,prediabetes
1411,A,3,standard
1412,N,11,treatments
1413,A,1,latent
1414,A,7,autoimmune
1415,^,11,David
1416,^,3,Spero
1417,N,4,trends
1418,^,3,Kim
1419,Z,1,Kardashian’s
1420,N,9,color
1421,N,1,bulge
1422,N,14,kitchen
1423,A,3,Slow
1424,A,1,slender
1425,A,1,muscular
1426,N,15,functions
1427,N,147,go
1428,A,1,steadier
1429,N,18,exercises
1430,N,56,video
1431,N,2,pulse
1432,N,26,types
1433,N,19,cereal
1434,N,62,rice
1435,N,10,quinoa
1436,N,10,oats
1437,^,38,A1C
1438,N,8,UPDATE
1439,^,16,Canada
1440,A,1,probable
1441,N,1,carcinogen
1442,N,120,pressure
1443,S,4,child's
1444,N,4,danger
1445,N,16,evidence
1446,N,7,points
1447,A,1,Scared
1448,A,32,More
1449,N,11,Sleep
1450,N,10,movie
1451,N,1,D-character
1452,N,3,roles
1453,A,1,Virtual
1454,N,1,Clinics
1455,^,9,Macka
1456,^,3,B's
1457,N,17,Vitamin
1458,N,28,C
1459,^,3,Brand
1460,N,2,Album
1461,N,5,Wealth
1462,N,30,comments
1463,^,24,B
1464,^,2,Cucumba
1465,N,2,T-Shirts
1466,A,4,Available
1467,N,26,title
1468,N,3,clue
1469,A,172,most
1470,A,1,Outside
1471,N,11,Green
1472,A,1,pink
1473,N,1,jams
1474,N,1,jellies
1475,N,1,#minerals
1476,N,1,#folate
1477,N,1,#fibre
1478,N,1,independence
1479,A,9,exciting
1480,N,36,ones
1481,A,7,honest
1482,N,3,aspect
1483,N,15,soul
1484,N,13,truth
1485,N,12,understanding
1486,^,27,November
1487,N,90,look
1488,N,4,lessons
1489,N,9,perspective
1490,N,37,point
1491,N,2,river
1492,N,1,ocean
1493,A,1,narrower
1494,N,4,surface
1495,N,18,lack
1496,A,69,same
1497,N,4,breakthrough
1498,N,12,flow
1499,N,4,contract
1500,N,1,contraction
1501,N,1,expansion
1502,A,3,Hot
1503,A,2,refreshing
1504,A,1,sparkling
1505,N,2,lemonade
1506,A,5,citrus
1507,N,28,Food
1508,N,2,Hub
1509,A,1,rational
1510,^,1,Canadian
1511,^,1,D-peep
1512,^,1,Kayla
1513,^,8,Brown
1514,N,1,meme
1515,N,5,freezer
1516,A,71,off
1517,N,5,limits
1518,A,1,pre-prepped
1519,N,5,pinch
1520,N,4,picks
1521,A,9,healthiest
1522,N,1,tastiest
1523,N,3,aisle
1524,S,12,body’s
1525,N,10,fluid
1526,^,3,#AskDMine
1527,^,3,Mr.
1528,^,2,PWDs
1529,N,2,Thx
1530,^,2,Gareth
1531,^,2,Morgan
1532,^,5,England
1533,N,5,NEWS
1534,N,1,helpline
1535,^,15,Aug
1536,N,1,affordability
1537,N,3,clinics
1538,^,78,USA
1539,^,7,Lilly
1540,N,100,research
1541,N,13,mood
1542,N,2,swift
1543,A,24,universal
1544,N,4,Community
1545,N,1,mosquitoes
1546,N,1,bugs
1547,N,43,nuts
1548,A,10,Next
1549,N,3,cigarettes
1550,^,24,Americans
1551,A,14,average
1552,N,10,adult
1553,^,2,Eli
1554,^,25,US
1555,^,6,Europe
1556,A,1,long-awaited
1557,A,5,nasal
1558,N,1,glucagon
1559,N,1,puff
1560,N,6,nose
1561,A,3,fast-acting
1562,^,2,Mike
1563,A,39,clinical
1564,N,2,trial
1565,A,1,regulatory
1566,A,79,last
1567,N,11,paper
1568,N,1,mache
1569,N,1,costume
1570,N,2,endo
1571,A,1,generic
1572,N,2,moon
1573,N,1,alerts
1574,N,15,professionals
1575,N,51,alcohol
1576,N,2,pads
1577,^,1,benzalkonium
1578,N,1,chloride
1579,A,2,antiseptic
1580,N,1,towelettes
1581,^,1,Foshan
1582,N,6,Products
1583,N,95,while
1584,N,23,win
1585,A,10,packaged
1586,A,4,diced
1587,N,7,bell
1588,N,14,pepper
1589,N,42,vegetable
1590,N,2,kabobs
1591,^,2,creole
1592,N,2,fajita
1593,A,14,mixed
1594,^,2,BII-LO
1595,^,2,Harveys
1596,^,2,Winn-Dixie
1597,^,5,Walmart
1598,^,2,Fresco
1599,^,2,Más
1600,N,13,stores
1601,^,2,Alabama
1602,^,3,Georgia
1603,^,3,Louisiana
1604,^,2,Mississippi
1605,N,6,Country
1606,A,8,Fresh
1607,^,2,Marketside
1608,A,2,Southeastern
1609,N,2,Grocers
1610,N,5,brands
1611,N,48,products
1612,A,14,clear
1613,N,6,plastic
1614,^,25,August
1615,A,8,contaminated
1616,^,6,Listeria
1617,^,3,monocytogenes
1618,A,9,fatal
1619,N,23,illness
1620,A,5,frail
1621,A,14,elderly
1622,A,99,chronic
1623,N,27,conditions
1624,A,29,frozen
1625,A,20,canned
1626,N,26,salt
1627,N,10,juices
1628,N,3,expiration
1629,N,45,date
1630,A,6,final
1631,N,25,prevention
1632,N,16,tip
1633,N,14,English
1634,^,3,Spanish
1635,^,2,NDEP
1636,N,21,hands
1637,A,3,Hispanic
1638,N,1,Heritage
1639,A,7,certified
1640,^,5,CDE
1641,^,1,ROMAINE
1642,N,1,LETTUCE
1643,N,6,romaine
1644,N,9,lettuce
1645,N,3,coli
1646,N,4,outbreak
1647,N,9,states
1648,N,4,a.m.
1649,N,10,p.m.
1650,N,1,ET
1651,^,8,Friday
1652,N,1,Callers
1653,N,2,representative
1654,N,4,circumstances
1655,N,1,spokeswoman
1656,N,1,cap
1657,A,2,out-of-pocket
1658,N,4,insulins
1659,A,27,strong
1660,A,11,capable
1661,N,2,nights
1662,N,1,warrioring
1663,A,26,fun
1664,N,1,summertime
1665,N,1,campfires
1666,^,3,SilverSneakers
1667,N,27,community
1668,A,1,smoother
1669,A,1,tighter
1670,N,27,head
1671,N,11,toe
1672,N,34,answer
1673,N,1,tube
1674,A,54,happy
1675,A,2,shallow
1676,N,1,possessions
1677,N,1,thrills
1678,^,14,Angel
1679,^,10,six
1680,N,2,hotel
1681,^,1,Miami
1682,N,1,lobby
1683,N,8,mother
1684,N,22,house
1685,N,14,yesterday
1686,N,2,FACT
1687,N,5,vial
1688,N,1,potency
1689,N,48,end
1690,A,48,aware
1691,N,4,warning
1692,N,19,signs
1693,^,1,ADA/EASD
1694,N,1,consensus
1695,N,32,report
1696,N,3,hyperglycemia
1697,^,12,T2D
1698,A,1,patient-centered
1699,^,1,DSME/S
1700,N,15,programs
1701,S,11,patient's
1702,A,17,excellent
1703,N,28,balance
1704,N,4,posture
1705,N,11,relief
1706,N,3,floor
1707,N,6,chair
1708,N,10,panic
1709,Z,1,ADA's
1710,N,1,Affordability
1711,N,7,campaign
1712,N,1,petition
1713,N,2,lifesaving
1714,N,22,name
1715,N,1,#flu
1716,N,16,#diabetes
1717,A,7,Real
1718,N,13,Diabetics
1719,^,3,Los
1720,^,2,Angeles
1721,^,1,💉😜
1722,A,11,frequent
1723,N,18,kidneys
1724,N,5,stones
1725,N,47,study
1726,A,7,painful
1727,N,68,problem
1728,A,3,Frozen
1729,N,2,lifesavers
1730,A,3,hectic
1731,A,1,non-stop
1732,N,39,sodium
1733,N,1,bombs
1734,N,1,isle
1735,A,1,daunting
1736,A,9,worst
1737,A,4,reversible
1738,N,1,Preparedness
1739,N,2,Plans
1740,A,1,Tropical
1741,N,3,Storm
1742,^,1,Gordon
1743,N,1,#HighBloodPressureEducationMonth
1744,^,1,#WorldHypertensionDay
1745,N,3,highlights
1746,A,4,preventable
1747,N,153,diseases
1748,A,10,public
1749,N,3,detection
1750,N,2,Labor
1751,N,1,workforce
1752,N,1,D-pancreas
1753,N,19,labels
1754,N,28,produce
1755,A,2,Homemade
1756,N,5,stock
1757,N,2,base
1758,A,2,comforting
1759,N,34,center
1760,N,60,team
1761,A,2,wise
1762,^,2,James
1763,^,4,Gavin
1764,A,2,former
1765,N,5,Chair
1766,N,8,resource
1767,N,3,permission
1768,^,1,Primavera
1769,^,1,Stuffed
1770,N,6,overview
1771,^,9,Mediterranean
1772,A,19,Best
1773,N,1,Diets
1774,^,6,News
1775,Z,1,Report's
1776,N,2,assessment
1777,Z,1,year's
1778,A,10,wonderful
1779,N,1,friendship
1780,N,2,schedules
1781,A,1,impromptu
1782,A,20,social
1783,N,2,gatherings
1784,^,1,Caesar
1785,N,61,salad
1786,N,2,fans
1787,N,2,ban
1788,N,1,deeds
1789,N,9,importance
1790,N,6,Experts
1791,N,3,flexibility
1792,N,2,mobility
1793,A,16,complete
1794,N,1,disarray
1795,N,3,self-discipline
1796,N,7,ritual
1797,N,14,oatmeal
1798,N,2,pot
1799,N,1,mug
1800,A,2,dirty
1801,N,2,sink
1802,N,5,counter
1803,N,36,dish
1804,A,16,clean
1805,N,6,clothes
1806,N,3,sit-ups
1807,N,10,smile
1808,N,1,Unicorn
1809,N,1,mascot
1810,N,7,#DOC
1811,N,3,surprise
1812,A,25,helpful
1813,N,1,creatures
1814,N,11,tasks
1815,N,17,lung
1816,N,1,esophageal
1817,N,5,colon
1818,N,1,guests
1819,N,28,copy
1820,N,6,Winter
1821,N,1,countertops
1822,N,1,measles
1823,N,2,tetanus
1824,N,5,cough
1825,^,5,APPLE
1826,N,2,PIE
1827,N,10,record
1828,^,1,Somogyi
1829,N,1,rebound
1830,N,2,warnings
1831,N,2,guard
1832,N,1,co-worker
1833,N,3,employer
1834,N,12,wife
1835,N,17,husband
1836,N,14,partner
1837,N,1,default
1838,N,1,settings
1839,A,22,latest
1840,N,5,myths
1841,N,2,barriers
1842,N,18,face
1843,N,2,webinar
1844,N,4,Discoveries
1845,N,15,Practice
1846,^,1,DDP
1847,N,4,Blog
1848,^,1,Jessica
1849,^,1,Unick
1850,N,1,alumn
1851,^,42,University
1852,^,1,Leslie
1853,^,1,Curtis
1854,^,1,#NIDDK
1855,A,2,disordered
1856,N,82,sleep
1857,A,1,erratic
1858,A,17,unhealthy
1859,N,7,cycle
1860,N,6,approaches
1861,N,35,insomnia
1862,N,19,DIABETES
1863,^,3,Fit
1864,N,4,Challenge
1865,N,5,cardio
1866,N,25,expert
1867,^,4,Jack
1868,N,50,page
1869,A,1,happiest
1870,N,24,drugs
1871,N,13,Journal
1872,^,24,Medicine
1873,N,2,Moms-to-be
1874,N,7,providers
1875,^,2,PregSource™
1876,N,11,project
1877,A,7,gestational
1878,N,2,sickness
1879,N,71,experience
1880,N,2,moms-to-be
1881,^,1,Eunice
1882,^,2,Kennedy
1883,^,2,Shriver
1884,N,10,Institute
1885,^,2,Child
1886,^,6,Human
1887,N,9,Development
1888,N,2,Steps
1889,N,109,group
1890,N,2,Step
1891,N,7,cinnamon
1892,A,44,top
1893,N,2,tales
1894,N,4,Article
1895,N,1,🍅'Tomato/Tomatis'🍅
1896,N,1,REFIX/THROWBACK
1897,N,2,Tomato
1898,N,1,elders
1899,^,2,Jamaica
1900,^,6,Tomatis
1901,N,6,lie
1902,^,2,Jamaican
1903,N,2,cry
1904,N,4,language
1905,N,2,vibes
1906,N,1,Flavour
1907,A,21,proper
1908,N,7,ailments
1909,N,7,K
1910,N,12,folate
1911,N,1,Fibre
1912,N,1,lycopene
1913,N,1,scene
1914,N,13,uses
1915,N,1,Soups
1916,N,9,sauces
1917,N,4,additives
1918,N,2,apologies
1919,N,1,Mondays
1920,^,1,Iyah
1921,N,1,FANTASY
1922,N,1,FOOTBALL
1923,N,1,LEAGUE
1924,N,1,Football
1925,N,1,leagues
1926,A,5,popular
1927,N,1,playbook
1928,N,27,fall
1929,A,10,tasty
1930,N,2,cooker
1931,N,1,chuck
1932,N,6,ABCs
1933,N,12,chances
1934,A,15,baked
1935,N,1,tenders
1936,N,8,breast
1937,N,1,thigh
1938,N,15,kids
1939,N,4,analysis
1940,N,64,Heart
1941,A,1,higher-sugar
1942,^,1,Mardi
1943,^,1,Gras
1944,^,1,Jambalaya
1945,N,6,staple
1946,^,1,jambalaya
1947,N,8,combination
1948,N,5,sausage
1949,^,1,Creole
1950,N,7,seasonings
1951,A,2,classic
1952,N,1,tummy-filling
1953,N,5,goodness
1954,A,1,SPOOKY
1955,N,2,FRUIT
1956,N,1,VEGETABLE
1957,^,1,JACK-O'-LANTERNS:
1958,N,1,SALMONELLA
1959,N,1,OUTBREAK
1960,N,39,partners
1961,N,7,Salmonella
1962,N,24,infections
1963,Z,2,Kellogg’s
1964,N,4,Honey
1965,N,1,Cereal
1966,^,1,Kellogg
1967,N,2,Company
1968,N,22,oz
1969,N,3,packages
1970,N,8,purchase
1971,N,31,Ask
1972,N,1,D'Mine
1973,A,1,flu-related
1974,A,25,recommended
1975,N,5,pulses
1976,N,1,quarter
1977,N,32,rest
1978,N,1,Freezers
1979,N,27,soup
1980,^,5,Halloween
1981,N,6,spirit
1982,N,4,Mental
1983,N,1,victories
1984,A,19,individual
1985,A,24,mental
1986,N,22,muscles
1987,N,4,actions
1988,N,1,fortitude
1989,N,2,eyeball
1990,A,8,appropriate
1991,N,11,counting
1992,N,14,cups
1993,N,6,vaccine
1994,N,3,hospitalization
1995,N,7,updates
1996,N,3,edge
1997,N,2,newsletter
1998,A,4,simplest
1999,N,1,scratch
2000,N,27,cut
2001,N,1,snowball
2002,A,14,careful
2003,N,1,bud
2004,N,14,wound
2005,A,18,deadly
2006,N,5,map
2007,A,4,yearly
2008,N,2,marvel
2009,N,17,readings
2010,A,1,powerless
2011,N,1,instances
2012,A,61,due
2013,N,6,day-to-day
2014,N,1,culprits
2015,N,1,Movement
2016,N,25,miracle
2017,N,2,maladies
2018,N,4,dietitians
2019,^,2,Gastroparesis
2020,A,2,mysterious
2021,N,2,contents
2022,^,5,BMI
2023,A,28,increased
2024,^,2,General
2025,^,1,Mills
2026,A,4,misleading
2027,^,4,Cheerios
2028,N,12,Protein
2029,N,3,litigation
2030,N,2,Consumers
2031,N,22,company
2032,N,2,markets
2033,A,1,high-protein
2034,A,2,high-sugar
2035,N,4,Year's
2036,N,1,Resolutions
2037,N,1,nonfood
2038,N,3,rewards
2039,N,9,music
2040,N,4,gear
2041,N,3,Resolution
2042,N,2,Setbacks
2043,N,1,trap
2044,N,4,enemies
2045,A,5,hardest
2046,N,7,guilt
2047,N,51,love
2048,N,13,Change
2049,N,14,path
2050,N,2,toxic
2051,A,176,back
2052,N,27,yoga
2053,N,7,moves
2054,^,2,ALDI
2055,N,4,contamination
2056,^,1,Alec
2057,^,10,June
2058,N,26,parents
2059,N,30,insurance
2060,N,4,coverage
2061,A,1,harshest
2062,N,1,conflicts
2063,N,1,organisations
2064,N,2,Conversation
2065,N,2,bunch
2066,A,2,veggie-packed
2067,N,3,item
2068,N,1,Communicator
2069,A,3,Short
2070,N,7,duration
2071,A,21,associated
2072,N,4,hypertension
2073,A,12,coronary
2074,A,1,enormous
2075,N,34,effect
2076,N,3,positivity
2077,A,13,late
2078,N,1,pre-holiday
2079,N,4,overeating
2080,^,1,Rodgers
2081,N,24,Director
2082,^,2,NIDDK
2083,^,1,Tri-State
2084,N,1,solstice
2085,N,3,Bread
2086,A,1,tricky
2087,N,24,product
2088,A,32,total
2089,N,1,banishment
2090,A,11,smart
2091,N,2,loaf
2092,A,4,yummy
2093,N,1,toas
2094,^,1,opper
2095,^,1,Solo
2096,^,2,Capital
2097,N,1,Coast
2098,N,5,race
2099,A,2,solo
2100,N,1,finisher
2101,N,1,runners
2102,A,3,oldest
2103,^,20,T1D
2104,N,28,job
2105,N,1,discrimination
2106,N,1,diabadasses
2107,^,1,Passover
2108,^,1,Seder
2109,A,1,gluten-free
2110,N,5,twist
2111,A,8,traditional
2112,N,1,charoset
2113,A,1,chilliest
2114,A,10,secret
2115,N,3,weight-loss
2116,N,1,wreckers
2117,A,4,Dietary
2118,N,3,Guidelines
2119,^,9,Indians
2120,A,2,full-body
2121,A,2,fat-burning
2122,N,10,equipment
2123,N,6,stages
2124,N,1,Contemplation
2125,N,1,Preparation
2126,N,10,Action
2127,N,11,Maintenance
2128,N,1,roadblocks
2129,^,1,Endo2017
2130,N,8,Society
2131,N,1,Sirimon
2132,N,1,Reutrakul
2133,^,5,MD
2134,N,1,countdown
2135,^,33,UK
2136,N,1,researcher
2137,N,3,peer
2138,A,1,self-managing
2139,N,4,buffet
2140,A,9,veggie
2141,A,6,Better
2142,A,1,Fun
2143,N,4,Recipes
2144,N,5,wheel
2145,N,27,Sugar
2146,N,3,glasses
2147,A,3,ripe
2148,N,6,yrs
2149,^,2,Retinopathy
2150,A,5,unstable
2151,N,19,vessels
2152,N,11,retina
2153,N,21,form
2154,N,2,scar
2155,N,1,vission
2156,N,12,blindness
2157,A,1,SCARY
2158,A,2,longest
2159,^,30,High
2160,N,4,lows
2161,N,3,highs
2162,N,2,Dexcom
2163,N,5,cgm
2164,A,5,annual
2165,N,5,exam
2166,A,3,cloudy
2167,N,11,spot
2168,N,6,specialist
2169,N,11,retinopathy
2170,A,16,worse
2171,N,31,sight
2172,A,24,nice
2173,A,3,cute
2174,N,1,specs
2175,N,44,Patient
2176,N,2,Network
2177,N,1,Newsletter
2178,Z,1,FDA's
2179,N,1,announcements
2180,N,13,D
2181,N,15,seafood
2182,N,28,egg
2183,N,4,yolks
2184,N,99,meter
2185,^,1,#DiabetesTip
2186,N,12,apart
2187,Z,3,life’s
2188,A,1,11-minute
2189,N,1,chair-based
2190,A,3,low-cost
2191,N,17,eggs
2192,N,6,potato
2193,N,12,broccoli
2194,N,5,lentils
2195,N,4,blend
2196,A,1,sitting-centric
2197,A,1,Snappy
2198,N,11,answers
2199,A,6,Certain
2200,N,9,hearing
2201,A,1,sensory-boosting
2202,N,2,feeds
2203,A,1,Nakey
2204,N,1,Pankey
2205,A,1,Nude
2206,N,4,Calendar
2207,N,2,monitors
2208,N,15,fatigue
2209,N,3,Garlic
2210,N,7,aging
2211,N,1,butt
2212,^,1,Cockrell
2213,N,15,School
2214,N,6,Engineering
2215,A,29,white
2216,N,2,pigment
2217,N,8,forms
2218,N,1,crystals
2219,N,112,cause
2220,N,2,Truth
2221,^,1,Yogi
2222,^,1,Bear
2223,N,9,treats
2224,N,14,meaning
2225,N,8,syndrome
2226,N,4,sufferers
2227,N,7,Everything
2228,N,3,era
2229,N,1,conclusion
2230,N,7,door
2231,^,87,etc
2232,N,2,END
2233,N,1,Underarm
2234,N,1,jiggle
2235,N,5,arm
2236,N,1,DEhydration
2237,^,1,OVERhydration
2238,^,1,Adam
2239,N,2,episodes
2240,^,1,truTV
2241,N,1,Fitbit
2242,A,4,well-known
2243,N,1,trackers
2244,N,20,investment
2245,N,12,technology
2246,^,1,Sano
2247,A,41,fast
2248,N,18,soda
2249,N,1,lovers
2250,N,10,risks
2251,A,12,highest
2252,N,48,women
2253,N,22,history
2254,A,1,African-American
2255,^,1,Frui
2256,^,1,opped
2257,N,3,Muffins
2258,N,2,delight
2259,N,3,Mom
2260,^,1,Mother's
2261,A,1,hesitant
2262,N,36,planning
2263,N,38,reason
2264,A,1,faraway
2265,N,1,lands
2266,^,2,⬇️
2267,A,15,low-carb
2268,N,4,dreams
2269,^,5,Invokana
2270,N,1,Lawsuit
2271,N,1,Criteria
2272,N,1,Invokanamet
2273,N,15,leg
2274,N,1,settlement
2275,A,1,LEGAL
2276,N,1,DISCLAIMER
2277,A,71,known
2278,A,4,intended
2279,A,7,underlying
2280,A,12,prescribed
2281,N,9,consulting
2282,S,5,one’s
2283,N,2,MEDICATION
2284,A,1,PRESCRIBED
2285,N,1,CONSULTING
2286,N,1,PHYSICIAN
2287,N,1,wives
2288,N,1,tale
2289,A,1,Cheesy
2290,N,7,Beans
2291,N,2,spotlight
2292,N,4,strokes
2293,N,3,Stock
2294,N,4,temptation
2295,^,1,#HeartMonth
2296,N,8,sites
2297,N,3,hospitals
2298,N,3,Safety
2299,N,1,Week
2300,N,1,bid
2301,N,1,errors
2302,N,17,recommendations
2303,N,53,carbohydrates
2304,^,1,Gary
2305,^,1,Scheiner
2306,A,1,Integrated
2307,N,6,Services
2308,N,1,reflux
2309,^,1,MyFitnessPal
2310,N,1,password
2311,A,5,leafy
2312,A,7,nutrient
2313,N,2,WARNING
2314,^,2,Meijer
2315,^,2,Greek
2316,A,26,low-fat
2317,N,21,yogurt
2318,N,1,foil
2319,N,1,seals
2320,N,7,customers
2321,^,9,Illinois
2322,^,4,Indiana
2323,^,5,Kentucky
2324,^,7,Michigan
2325,^,3,Ohio
2326,^,2,Wisconsin
2327,^,1,UPC
2328,N,11,Studies
2329,A,24,rich
2330,A,1,crafty
2331,N,5,BG
2332,A,2,aside
2333,A,1,downloadable
2334,N,1,worksheet
2335,A,1,pre-cut
2336,N,3,melon
2337,A,1,Midwestern
2338,N,11,style
2339,A,47,saturated
2340,N,39,fats
2341,N,1,refresher
2342,Z,1,field’s
2343,N,3,Shift
2344,N,3,workers
2345,N,9,illnesses
2346,N,5,self-management
2347,N,6,priority
2348,N,8,shift
2349,A,1,off-peak
2350,N,1,Proponents
2351,A,3,alkaline
2352,N,1,hydration
2353,N,17,belly
2354,N,15,drinking
2355,^,1,DKB
2356,^,3,vertigo
2357,N,28,cases
2358,N,16,relationship
2359,N,3,vacation
2360,A,20,close
2361,N,3,RN
2362,A,117,Healthy
2363,N,46,Research
2364,A,10,Clinical
2365,A,1,triple
2366,A,17,long-term
2367,N,20,Kidney
2368,S,1,women’s
2369,A,9,Set
2370,N,31,journey
2371,A,1,non-food
2372,N,59,treat
2373,^,1,sun-soaked
2374,A,1,step-by-step
2375,N,4,formula
2376,A,7,hearty
2377,^,1,packable
2378,N,2,picnic
2379,N,6,wraps
2380,A,1,lower-carb
2381,N,4,sides
2382,A,3,Strong
2383,A,1,pain-free
2384,N,7,hips
2385,A,2,independent
2386,N,2,connections
2387,N,5,slip
2388,N,2,tax
2389,N,3,deadline
2390,N,1,taxes
2391,A,1,grueling
2392,A,23,local
2393,N,4,farmers
2394,A,1,freshest
2395,N,1,Garden
2396,N,2,Tostadas
2397,^,1,GROUNDBREAKING
2398,N,1,TREATMENT
2399,N,58,making
2400,^,1,UPMC
2401,Z,1,Children's
2402,N,5,Hospital
2403,^,1,Pittsburgh
2404,A,1,groundbreaking
2405,N,2,procedure
2406,^,25,Congress
2407,N,63,Nutrition
2408,N,22,Facts
2409,N,2,pantries
2410,A,1,Heart-healthy
2411,A,6,fat-free
2412,N,16,dairy
2413,N,19,fish
2414,N,16,meats
2415,N,14,poultry
2416,A,10,soy
2417,N,24,oils
2418,N,4,palm
2419,A,1,BAD
2420,N,1,AIR
2421,^,1,Fresno
2422,N,15,air
2423,N,6,alert
2424,A,1,UNHEALTHY
2425,^,1,wildfire
2426,N,9,smoke
2427,^,1,KSEE24
2428,^,1,skycam
2429,A,1,downtown
2430,N,1,#Fresno
2431,N,6,national
2432,N,3,pharmacare
2433,N,3,Advisory
2434,N,3,Council
2435,N,6,devices
2436,A,7,Complete
2437,N,3,questionnaire
2438,N,5,discussion
2439,N,6,forum
2440,A,9,pre
2441,A,4,false
2442,N,3,security
2443,N,7,road
2444,N,1,slew
2445,N,1,standbys
2446,N,8,trip
2447,N,1,bloodwork
2448,^,7,Brussels
2449,N,6,Sprouts
2450,A,3,awesome
2451,N,1,buzz
2452,N,223,A
2453,N,1,carotene
2454,N,1,selenium
2455,A,11,harmful
2456,N,2,substance
2457,N,8,radicals
2458,N,1,defenses
2459,N,2,structures
2460,N,9,cell
2461,N,1,membranes
2462,N,4,DNA
2463,N,2,antioxidant
2464,A,2,collard
2465,N,12,spinach
2466,N,2,kale
2467,A,24,red
2468,A,1,yellow
2469,N,1,apricot
2470,N,12,carrots
2471,N,1,peach
2472,N,2,pumpkin
2473,N,6,tomato
2474,A,3,Negative
2475,N,1,Emotions
2476,N,1,marijuana
2477,A,4,legal
2478,A,4,acceptable
2479,A,39,related
2480,N,1,hemp
2481,N,1,byproducts
2482,^,3,CBD
2483,^,2,Colorado
2484,^,1,Cap
2485,N,3,sneak
2486,N,1,peek
2487,N,2,Drs
2488,^,2,Nathan
2489,^,1,Jill
2490,^,1,Crandall
2491,^,2,Kieren
2492,^,2,Mather
2493,^,1,Janet
2494,A,1,60-year-old
2495,N,13,drug
2496,N,7,posts
2497,A,7,upcoming
2498,N,1,minorities
2499,N,1,Minority
2500,A,13,vital
2501,^,1,Joanne
2502,^,1,Lewis
2503,N,113,Eating
2504,N,23,amounts
2505,N,31,Care
2506,N,4,headlines
2507,N,21,media
2508,A,4,preliminary
2509,N,1,reporters
2510,N,3,press
2511,N,28,release
2512,N,1,click-worthy
2513,N,15,cover
2514,N,2,Healthletter
2515,^,1,pique
2516,N,5,readers
2517,N,1,interests
2518,N,23,men
2519,A,1,flashy
2520,N,4,headline
2521,N,15,store
2522,^,2,La
2523,^,1,Tiendita
2524,N,7,communities
2525,A,17,further
2526,Z,2,AADE’s
2527,A,1,at-risk
2528,N,25,Center
2529,^,1,Farmworker
2530,N,10,families
2531,N,5,shop
2532,A,1,5-year
2533,A,1,cooperative
2534,N,1,agreement
2535,N,6,Prevention
2536,^,1,underserved
2537,^,1,CDC-recognized
2538,N,18,complication
2539,A,6,monthly
2540,A,6,menstrual
2541,N,2,cycles
2542,A,5,typical
2543,N,2,bloating
2544,N,17,resistance
2545,^,26,May
2546,Z,1,Women's
2547,N,6,topic
2548,N,2,Sundays
2549,Z,1,Central's
2550,A,5,Online
2551,N,4,Experience
2552,N,9,Family
2553,N,54,members
2554,^,3,TrialNet
2555,N,7,charge
2556,^,20,Camp
2557,^,2,Kudzu
2558,N,21,sessions
2559,N,5,Session
2560,^,1,Harbour
2561,^,1,Lake
2562,^,1,Allatoona-
2563,N,248,am
2564,^,2,Twin
2565,^,2,Lakes
2566,^,2,Rutledge
2567,N,8,pm
2568,^,1,Rutledge-
2569,^,1,Camp-
2570,^,1,Meadows
2571,^,1,Roswell-
2572,^,1,Barney
2573,^,1,Medintz-
2574,^,1,Cleveland-
2575,N,3,signal
2576,N,1,autoantibodies
2577,A,1,monitored
2578,A,5,eligible
2579,N,4,progression
2580,N,26,Anyone
2581,N,7,ages
2582,N,1,sibling
2583,N,24,child
2584,N,1,cousin
2585,N,1,aunt
2586,N,1,uncle
2587,N,3,niece
2588,N,3,nephew
2589,N,1,grandparent
2590,N,24,area
2591,^,11,Risk
2592,N,3,Screening
2593,^,2,Jennifer
2594,^,1,Bryant
2595,^,6,Study
2596,N,3,Coordinator
2597,N,1,kittens
2598,N,4,abilities
2599,N,1,tendencies
2600,A,1,insistent
2601,^,1,Merrick
2602,A,14,Chronic
2603,Z,1,Crohn’s
2604,N,7,killers
2605,N,3,sub
2606,N,3,Cucumber
2607,N,4,Turkey
2608,N,2,Sub
2609,N,2,Sandwich
2610,N,2,WINNER
2611,N,13,RECIPE
2612,N,1,lunches
2613,N,30,hour
2614,N,1,15-years
2615,N,5,follow-up
2616,N,9,measures
2617,A,4,ongoing
2618,N,2,war
2619,N,6,beliefs
2620,A,6,ideal
2621,A,17,human
2622,N,1,dozens
2623,N,1,Affirmations
2624,^,1,#NWHW
2625,^,1,#WhatIWishIdKnown
2626,N,3,cabinet
2627,N,1,Toothbrush
2628,^,1,Diabetologia
2629,N,1,diaTribe
2630,A,5,functional
2631,A,3,enhanced
2632,N,1,waters
2633,Z,1,CSPI's
2634,^,1,Lindsay
2635,^,1,Moyer
2636,N,1,Front-of-package
2637,N,8,junk
