,pos,count,entity
1375,N,693,patients
1376,^,52,pancreatic
1377,N,367,cancer
1378,N,1845,years
1379,N,144,studies
1380,^,10,Mayo
1381,^,17,Clinic
1382,N,42,journal
1383,N,12,Gastroenterology
1384,N,44,Researchers
1385,N,67,findings
1386,A,101,significant
1387,A,91,potential
1388,A,100,earlier
1389,N,94,stage
1390,A,2,diabetic-friendly
1391,N,92,dessert
1392,N,7,Vanilla
1393,N,242,cream
1394,N,1,puffs
1395,N,28,carrot
1396,N,107,cake
1397,N,99,coconut
1398,N,1,tartlets
1399,N,3,tiramisu
1400,N,259,choices
1401,A,477,possible
1402,A,18,countless
1403,A,539,often
1404,A,8,neglected
1405,N,120,individuals
1406,N,227,Tips
1407,N,187,pregnancy
1408,N,63,dietician
1409,A,163,accurate
1410,N,136,prediabetes
1411,A,29,standard
1412,N,160,treatments
1413,A,1,latent
1414,A,87,autoimmune
1415,^,47,David
1416,^,3,Spero
1417,N,24,trends
1418,^,7,Kim
1419,Z,1,Kardashian’s
1420,N,53,color
1421,N,1,bulge
1422,N,99,kitchen
1423,A,14,Slow
1424,A,2,slender
1425,A,7,muscular
1426,N,31,functions
1427,N,2410,go
1428,A,1,steadier
1429,N,106,exercises
1430,N,443,video
1431,N,21,pulse
1432,N,174,types
1433,N,119,cereal
1434,N,332,rice
1435,N,27,quinoa
1436,N,48,oats
1437,^,1300,A1C
1438,N,62,UPDATE
1439,^,92,Canada
1440,A,2,probable
1441,N,1,carcinogen
1442,N,629,pressure
1443,S,69,child's
1444,N,25,danger
1445,N,51,evidence
1446,N,160,points
1447,A,12,Scared
1448,A,259,More
1449,N,43,Sleep
1450,N,39,movie
1451,N,1,D-character
1452,N,21,roles
1453,A,14,Virtual
1454,N,2,Clinics
1455,^,10,Macka
1456,^,11,B's
1457,N,92,Vitamin
1458,N,147,C
1459,^,15,Brand
1460,N,2,Album
1461,N,9,Wealth
1462,N,401,comments
1463,^,122,B
1464,^,2,Cucumba
1465,N,2,T-Shirts
1466,A,13,Available
1467,N,36,title
1468,N,49,clue
1469,A,1165,most
1470,A,1,Outside
1471,N,45,Green
1472,A,16,pink
1473,N,7,jams
1474,N,3,jellies
1475,N,1,#minerals
1476,N,1,#folate
1477,N,1,#fibre
1478,N,11,independence
1479,A,78,exciting
1480,N,281,ones
1481,A,60,honest
1482,N,21,aspect
1483,N,35,soul
1484,N,87,truth
1485,N,141,understanding
1486,^,282,November
1487,N,647,look
1488,N,20,lessons
1489,N,100,perspective
1490,N,329,point
1491,N,9,river
1492,N,14,ocean
1493,A,1,narrower
1494,N,18,surface
1495,N,108,lack
1496,A,840,same
1497,N,34,breakthrough
1498,N,37,flow
1499,N,14,contract
1500,N,2,contraction
1501,N,4,expansion
1502,A,26,Hot
1503,A,11,refreshing
1504,A,18,sparkling
1505,N,24,lemonade
1506,A,11,citrus
1507,N,170,Food
1508,N,23,Hub
1509,A,4,rational
1510,^,29,Canadian
1511,^,1,D-peep
1512,^,2,Kayla
1513,^,95,Brown
1514,N,3,meme
1515,N,23,freezer
1516,A,1430,off
1517,N,42,limits
1518,A,1,pre-prepped
1519,N,21,pinch
1520,N,13,picks
1521,A,35,healthiest
1522,N,1,tastiest
1523,N,10,aisle
1524,S,44,body’s
1525,N,40,fluid
1526,^,3,#AskDMine
1527,^,12,Mr.
1528,^,5,PWDs
1529,N,12,Thx
1530,^,2,Gareth
1531,^,3,Morgan
1532,^,35,England
1533,N,43,NEWS
1534,N,4,helpline
1535,^,38,Aug
1536,N,37,affordability
1537,N,13,clinics
1538,^,178,USA
1539,^,42,Lilly
1540,N,1156,research
1541,N,80,mood
1542,N,7,swift
1543,A,28,universal
1544,N,60,Community
1545,N,2,mosquitoes
1546,N,6,bugs
1547,N,173,nuts
1548,A,73,Next
1549,N,12,cigarettes
1550,^,209,Americans
1551,A,188,average
1552,N,100,adult
1553,^,8,Eli
1554,^,154,US
1555,^,21,Europe
1556,A,1,long-awaited
1557,A,17,nasal
1558,N,66,glucagon
1559,N,1,puff
1560,N,40,nose
1561,A,12,fast-acting
1562,^,17,Mike
1563,A,232,clinical
1564,N,90,trial
1565,A,12,regulatory
1566,A,1621,last
1567,N,77,paper
1568,N,1,mache
1569,N,7,costume
1570,N,172,endo
1571,A,33,generic
1572,N,22,moon
1573,N,18,alerts
1574,N,165,professionals
1575,N,221,alcohol
1576,N,12,pads
1577,^,1,benzalkonium
1578,N,1,chloride
1579,A,6,antiseptic
1580,N,1,towelettes
1581,^,1,Foshan
1582,N,14,Products
1583,N,1000,while
1584,N,164,win
1585,A,33,packaged
1586,A,21,diced
1587,N,32,bell
1588,N,76,pepper
1589,N,129,vegetable
1590,N,4,kabobs
1591,^,4,creole
1592,N,4,fajita
1593,A,74,mixed
1594,^,2,BII-LO
1595,^,2,Harveys
1596,^,2,Winn-Dixie
1597,^,81,Walmart
1598,^,2,Fresco
1599,^,4,Más
1600,N,50,stores
1601,^,10,Alabama
1602,^,10,Georgia
1603,^,5,Louisiana
1604,^,11,Mississippi
1605,N,14,Country
1606,A,30,Fresh
1607,^,2,Marketside
1608,A,4,Southeastern
1609,N,2,Grocers
1610,N,29,brands
1611,N,181,products
1612,A,93,clear
1613,N,22,plastic
1614,^,218,August
1615,A,13,contaminated
1616,^,9,Listeria
1617,^,5,monocytogenes
1618,A,19,fatal
1619,N,141,illness
1620,A,8,frail
1621,A,29,elderly
1622,A,370,chronic
1623,N,179,conditions
1624,A,147,frozen
1625,A,63,canned
1626,N,168,salt
1627,N,40,juices
1628,N,18,expiration
1629,N,129,date
1630,A,39,final
1631,N,172,prevention
1632,N,101,tip
1633,N,65,English
1634,^,89,Spanish
1635,^,39,NDEP
1636,N,291,hands
1637,A,21,Hispanic
1638,N,38,Heritage
1639,A,21,certified
1640,^,59,CDE
1641,^,1,ROMAINE
1642,N,1,LETTUCE
1643,N,11,romaine
1644,N,42,lettuce
1645,N,4,coli
1646,N,19,outbreak
1647,N,50,states
1648,N,52,a.m.
1649,N,99,p.m.
1650,N,176,ET
1651,^,332,Friday
1652,N,1,Callers
1653,N,11,representative
1654,N,30,circumstances
1655,N,1,spokeswoman
1656,N,11,cap
1657,A,23,out-of-pocket
1658,N,42,insulins
1659,A,221,strong
1660,A,37,capable
1661,N,95,nights
1662,N,1,warrioring
1663,A,251,fun
1664,N,2,summertime
1665,N,1,campfires
1666,^,7,SilverSneakers
1667,N,870,community
1668,A,3,smoother
1669,A,5,tighter
1670,N,288,head
1671,N,158,toe
1672,N,245,answer
1673,N,31,tube
1674,A,664,happy
1675,A,3,shallow
1676,N,3,possessions
1677,N,1,thrills
1678,^,36,Angel
1679,^,108,six
1680,N,13,hotel
1681,^,7,Miami
1682,N,2,lobby
1683,N,159,mother
1684,N,216,house
1685,N,582,yesterday
1686,N,22,FACT
1687,N,40,vial
1688,N,5,potency
1689,N,382,end
1690,A,151,aware
1691,N,92,warning
1692,N,200,signs
1693,^,1,ADA/EASD
1694,N,8,consensus
1695,N,135,report
1696,N,41,hyperglycemia
1697,^,84,T2D
1698,A,9,patient-centered
1699,^,2,DSME/S
1700,N,171,programs
1701,S,20,patient's
1702,A,68,excellent
1703,N,158,balance
1704,N,8,posture
1705,N,92,relief
1706,N,55,floor
1707,N,41,chair
1708,N,66,panic
1709,Z,16,ADA's
1710,N,7,Affordability
1711,N,98,campaign
1712,N,39,petition
1713,N,33,lifesaving
1714,N,193,name
1715,N,5,#flu
1716,N,1149,#diabetes
1717,A,31,Real
1718,N,112,Diabetics
1719,^,26,Los
1720,^,23,Angeles
1721,^,1,💉😜
1722,A,67,frequent
1723,N,233,kidneys
1724,N,40,stones
1725,N,427,study
1726,A,145,painful
1727,N,564,problem
1728,A,14,Frozen
1729,N,2,lifesavers
1730,A,13,hectic
1731,A,2,non-stop
1732,N,132,sodium
1733,N,5,bombs
1734,N,5,isle
1735,A,14,daunting
1736,A,119,worst
1737,A,11,reversible
1738,N,21,Preparedness
1739,N,10,Plans
1740,A,9,Tropical
1741,N,10,Storm
1742,^,4,Gordon
1743,N,1,#HighBloodPressureEducationMonth
1744,^,1,#WorldHypertensionDay
1745,N,32,highlights
1746,A,16,preventable
1747,N,342,diseases
1748,A,125,public
1749,N,11,detection
1750,N,12,Labor
1751,N,6,workforce
1752,N,2,D-pancreas
1753,N,89,labels
1754,N,116,produce
1755,A,10,Homemade
1756,N,48,stock
1757,N,19,base
1758,A,11,comforting
1759,N,84,center
1760,N,448,team
1761,A,42,wise
1762,^,19,James
1763,^,13,Gavin
1764,A,25,former
1765,N,26,Chair
1766,N,69,resource
1767,N,21,permission
1768,^,1,Primavera
1769,^,10,Stuffed
1770,N,16,overview
1771,^,44,Mediterranean
1772,A,107,Best
1773,N,10,Diets
1774,^,129,News
1775,Z,1,Report's
1776,N,13,assessment
1777,Z,30,year's
1778,A,131,wonderful
1779,N,16,friendship
1780,N,10,schedules
1781,A,3,impromptu
1782,A,190,social
1783,N,12,gatherings
1784,^,1,Caesar
1785,N,321,salad
1786,N,11,fans
1787,N,4,ban
1788,N,1,deeds
1789,N,147,importance
1790,N,31,Experts
1791,N,16,flexibility
1792,N,17,mobility
1793,A,91,complete
1794,N,1,disarray
1795,N,3,self-discipline
1796,N,9,ritual
1797,N,102,oatmeal
1798,N,35,pot
1799,N,5,mug
1800,A,8,dirty
1801,N,11,sink
1802,N,58,counter
1803,N,113,dish
1804,A,110,clean
1805,N,47,clothes
1806,N,5,sit-ups
1807,N,65,smile
1808,N,9,Unicorn
1809,N,2,mascot
1810,N,10,#DOC
1811,N,28,surprise
1812,A,244,helpful
1813,N,2,creatures
1814,N,31,tasks
1815,N,36,lung
1816,N,2,esophageal
1817,N,18,colon
1818,N,17,guests
1819,N,97,copy
1820,N,13,Winter
1821,N,2,countertops
1822,N,1,measles
1823,N,4,tetanus
1824,N,73,cough
1825,^,6,APPLE
1826,N,4,PIE
1827,N,63,record
1828,^,18,Somogyi
1829,N,10,rebound
1830,N,12,warnings
1831,N,6,guard
1832,N,6,co-worker
1833,N,12,employer
1834,N,152,wife
1835,N,351,husband
1836,N,94,partner
1837,N,3,default
1838,N,17,settings
1839,A,394,latest
1840,N,36,myths
1841,N,19,barriers
1842,N,281,face
1843,N,46,webinar
1844,N,96,Discoveries
1845,N,121,Practice
1846,^,37,DDP
1847,N,113,Blog
1848,^,20,Jessica
1849,^,5,Unick
1850,N,2,alumn
1851,^,168,University
1852,^,10,Leslie
1853,^,5,Curtis
1854,^,39,#NIDDK
1855,A,5,disordered
1856,N,705,sleep
1857,A,9,erratic
1858,A,66,unhealthy
1859,N,49,cycle
1860,N,36,approaches
1861,N,69,insomnia
1862,N,184,DIABETES
1863,^,19,Fit
1864,N,66,Challenge
1865,N,22,cardio
1866,N,80,expert
1867,^,22,Jack
1868,N,292,page
1869,A,4,happiest
1870,N,156,drugs
1871,N,34,Journal
1872,^,106,Medicine
1873,N,5,Moms-to-be
1874,N,81,providers
1875,^,3,PregSource™
1876,N,57,project
1877,A,129,gestational
1878,N,29,sickness
1879,N,792,experience
1880,N,5,moms-to-be
1881,^,4,Eunice
1882,^,9,Kennedy
1883,^,5,Shriver
1884,N,148,Institute
1885,^,28,Child
1886,^,57,Human
1887,N,24,Development
1888,N,13,Steps
1889,N,1298,group
1890,N,87,Step
1891,N,84,cinnamon
1892,A,317,top
1893,N,5,tales
1894,N,8,Article
1895,N,1,🍅'Tomato/Tomatis'🍅
1896,N,1,REFIX/THROWBACK
1897,N,12,Tomato
1898,N,3,elders
1899,^,4,Jamaica
1900,^,6,Tomatis
1901,N,41,lie
1902,^,2,Jamaican
1903,N,62,cry
1904,N,49,language
1905,N,15,vibes
1906,N,2,Flavour
1907,A,121,proper
1908,N,20,ailments
1909,N,26,K
1910,N,29,folate
1911,N,1,Fibre
1912,N,2,lycopene
1913,N,7,scene
1914,N,130,uses
1915,N,2,Soups
1916,N,21,sauces
1917,N,8,additives
1918,N,8,apologies
1919,N,1,Mondays
1920,^,1,Iyah
1921,N,2,FANTASY
1922,N,5,FOOTBALL
1923,N,2,LEAGUE
1924,N,11,Football
1925,N,3,leagues
1926,A,44,popular
1927,N,2,playbook
1928,N,159,fall
1929,A,83,tasty
1930,N,10,cooker
1931,N,9,chuck
1932,N,31,ABCs
1933,N,69,chances
1934,A,103,baked
1935,N,6,tenders
1936,N,62,breast
1937,N,37,thigh
1938,N,553,kids
1939,N,22,analysis
1940,N,242,Heart
1941,A,1,higher-sugar
1942,^,8,Mardi
1943,^,6,Gras
1944,^,2,Jambalaya
1945,N,18,staple
1946,^,3,jambalaya
1947,N,60,combination
1948,N,51,sausage
1949,^,6,Creole
1950,N,13,seasonings
1951,A,18,classic
1952,N,1,tummy-filling
1953,N,33,goodness
1954,A,1,SPOOKY
1955,N,4,FRUIT
1956,N,1,VEGETABLE
1957,^,1,JACK-O'-LANTERNS:
1958,N,1,SALMONELLA
1959,N,1,OUTBREAK
1960,N,89,partners
1961,N,8,Salmonella
1962,N,144,infections
1963,Z,2,Kellogg’s
1964,N,29,Honey
1965,N,4,Cereal
1966,^,1,Kellogg
1967,N,12,Company
1968,N,57,oz
1969,N,15,packages
1970,N,63,purchase
1971,N,118,Ask
1972,N,1,D'Mine
1973,A,2,flu-related
1974,A,148,recommended
1975,N,10,pulses
1976,N,13,quarter
1977,N,221,rest
1978,N,1,Freezers
1979,N,145,soup
1980,^,62,Halloween
1981,N,29,spirit
1982,N,58,Mental
1983,N,6,victories
1984,A,97,individual
1985,A,236,mental
1986,N,99,muscles
1987,N,40,actions
1988,N,3,fortitude
1989,N,3,eyeball
1990,A,47,appropriate
1991,N,131,counting
1992,N,79,cups
1993,N,26,vaccine
1994,N,8,hospitalization
1995,N,85,updates
1996,N,21,edge
1997,N,13,newsletter
1998,A,19,simplest
1999,N,26,scratch
2000,N,300,cut
2001,N,1,snowball
2002,A,81,careful
2003,N,2,bud
2004,N,64,wound
2005,A,35,deadly
2006,N,22,map
2007,A,28,yearly
2008,N,2,marvel
2009,N,416,readings
2010,A,4,powerless
2011,N,4,instances
2012,A,604,due
2013,N,22,day-to-day
2014,N,3,culprits
2015,N,3,Movement
2016,N,46,miracle
2017,N,2,maladies
2018,N,14,dietitians
2019,^,25,Gastroparesis
2020,A,8,mysterious
2021,N,9,contents
2022,^,42,BMI
2023,A,229,increased
2024,^,23,General
2025,^,2,Mills
2026,A,13,misleading
2027,^,8,Cheerios
2028,N,203,Protein
2029,N,3,litigation
2030,N,5,Consumers
2031,N,170,company
2032,N,4,markets
2033,A,2,high-protein
2034,A,2,high-sugar
2035,N,31,Year's
2036,N,16,Resolutions
2037,N,2,nonfood
2038,N,12,rewards
2039,N,64,music
2040,N,33,gear
2041,N,13,Resolution
2042,N,5,Setbacks
2043,N,2,trap
2044,N,10,enemies
2045,A,34,hardest
2046,N,26,guilt
2047,N,742,love
2048,N,38,Change
2049,N,80,path
2050,N,7,toxic
2051,A,2192,back
2052,N,62,yoga
2053,N,23,moves
2054,^,2,ALDI
2055,N,13,contamination
2056,^,4,Alec
2057,^,234,June
2058,N,279,parents
2059,N,662,insurance
2060,N,122,coverage
2061,A,11,harshest
2062,N,4,conflicts
2063,N,2,organisations
2064,N,4,Conversation
2065,N,52,bunch
2066,A,2,veggie-packed
2067,N,15,item
2068,N,1,Communicator
2069,A,17,Short
2070,N,30,duration
2071,A,108,associated
2072,N,38,hypertension
2073,A,33,coronary
2074,A,9,enormous
2075,N,294,effect
2076,N,19,positivity
2077,A,199,late
2078,N,2,pre-holiday
2079,N,17,overeating
2080,^,402,Rodgers
2081,N,168,Director
2082,^,395,NIDDK
2083,^,3,Tri-State
2084,N,1,solstice
2085,N,21,Bread
2086,A,21,tricky
2087,N,89,product
2088,A,184,total
2089,N,1,banishment
2090,A,97,smart
2091,N,10,loaf
2092,A,56,yummy
2093,N,1,toas
2094,^,1,opper
2095,^,2,Solo
2096,^,5,Capital
2097,N,15,Coast
2098,N,62,race
2099,A,9,solo
2100,N,1,finisher
2101,N,23,runners
2102,A,18,oldest
2103,^,1914,T1D
2104,N,274,job
2105,N,15,discrimination
2106,N,6,diabadasses
2107,^,4,Passover
2108,^,3,Seder
2109,A,23,gluten-free
2110,N,12,twist
2111,A,29,traditional
2112,N,1,charoset
2113,A,1,chilliest
2114,A,41,secret
2115,N,20,weight-loss
2116,N,1,wreckers
2117,A,19,Dietary
2118,N,11,Guidelines
2119,^,22,Indians
2120,A,2,full-body
2121,A,3,fat-burning
2122,N,42,equipment
2123,N,36,stages
2124,N,2,Contemplation
2125,N,3,Preparation
2126,N,31,Action
2127,N,20,Maintenance
2128,N,6,roadblocks
2129,^,1,Endo2017
2130,N,42,Society
2131,N,1,Sirimon
2132,N,1,Reutrakul
2133,^,74,MD
2134,N,3,countdown
2135,^,130,UK
2136,N,32,researcher
2137,N,23,peer
2138,A,2,self-managing
2139,N,18,buffet
2140,A,48,veggie
2141,A,42,Better
2142,A,12,Fun
2143,N,29,Recipes
2144,N,24,wheel
2145,N,224,Sugar
2146,N,69,glasses
2147,A,14,ripe
2148,N,103,yrs
2149,^,3,Retinopathy
2150,A,10,unstable
2151,N,72,vessels
2152,N,25,retina
2153,N,151,form
2154,N,14,scar
2155,N,1,vission
2156,N,35,blindness
2157,A,4,SCARY
2158,A,9,longest
2159,^,141,High
2160,N,257,lows
2161,N,102,highs
2162,N,345,Dexcom
2163,N,55,cgm
2164,A,69,annual
2165,N,52,exam
2166,A,7,cloudy
2167,N,92,spot
2168,N,91,specialist
2169,N,68,retinopathy
2170,A,284,worse
2171,N,86,sight
2172,A,151,nice
2173,A,34,cute
2174,N,1,specs
2175,N,106,Patient
2176,N,70,Network
2177,N,1,Newsletter
2178,Z,3,FDA's
2179,N,5,announcements
2180,N,122,D
2181,N,30,seafood
2182,N,141,egg
2183,N,10,yolks
2184,N,706,meter
2185,^,2,#DiabetesTip
2186,N,65,apart
2187,Z,8,life’s
2188,A,1,11-minute
2189,N,1,chair-based
2190,A,6,low-cost
2191,N,181,eggs
2192,N,108,potato
2193,N,83,broccoli
2194,N,20,lentils
2195,N,16,blend
2196,A,1,sitting-centric
2197,A,1,Snappy
2198,N,158,answers
2199,A,13,Certain
2200,N,113,hearing
2201,A,1,sensory-boosting
2202,N,2,feeds
2203,A,1,Nakey
2204,N,1,Pankey
2205,A,4,Nude
2206,N,5,Calendar
2207,N,41,monitors
2208,N,80,fatigue
2209,N,18,Garlic
2210,N,22,aging
2211,N,33,butt
2212,^,1,Cockrell
2213,N,129,School
2214,N,28,Engineering
2215,A,181,white
2216,N,2,pigment
2217,N,53,forms
2218,N,4,crystals
2219,N,753,cause
2220,N,14,Truth
2221,^,1,Yogi
2222,^,25,Bear
2223,N,64,treats
2224,N,61,meaning
2225,N,84,syndrome
2226,N,9,sufferers
2227,N,72,Everything
2228,N,11,era
2229,N,7,conclusion
2230,N,80,door
2231,^,450,etc
2232,N,3,END
2233,N,1,Underarm
2234,N,1,jiggle
2235,N,121,arm
2236,N,1,DEhydration
2237,^,1,OVERhydration
2238,^,48,Adam
2239,N,53,episodes
2240,^,1,truTV
2241,N,11,Fitbit
2242,A,8,well-known
2243,N,3,trackers
2244,N,36,investment
2245,N,168,technology
2246,^,1,Sano
2247,A,414,fast
2248,N,151,soda
2249,N,11,lovers
2250,N,85,risks
2251,A,114,highest
2252,N,234,women
2253,N,152,history
2254,A,4,African-American
2255,^,1,Frui
2256,^,1,opped
2257,N,5,Muffins
2258,N,5,delight
2259,N,34,Mom
2260,^,21,Mother's
2261,A,7,hesitant
2262,N,188,planning
2263,N,354,reason
2264,A,1,faraway
2265,N,3,lands
2266,^,73,⬇️
2267,A,53,low-carb
2268,N,66,dreams
2269,^,47,Invokana
2270,N,1,Lawsuit
2271,N,1,Criteria
2272,N,1,Invokanamet
2273,N,245,leg
2274,N,2,settlement
2275,A,2,LEGAL
2276,N,20,DISCLAIMER
2277,A,203,known
2278,A,15,intended
2279,A,28,underlying
2280,A,216,prescribed
2281,N,19,consulting
2282,S,18,one’s
2283,N,4,MEDICATION
2284,A,1,PRESCRIBED
2285,N,1,CONSULTING
2286,N,1,PHYSICIAN
2287,N,3,wives
2288,N,5,tale
2289,A,2,Cheesy
2290,N,32,Beans
2291,N,12,spotlight
2292,N,25,strokes
2293,N,10,Stock
2294,N,12,temptation
2295,^,10,#HeartMonth
2296,N,58,sites
2297,N,22,hospitals
2298,N,23,Safety
2299,N,92,Week
2300,N,3,bid
2301,N,9,errors
2302,N,243,recommendations
2303,N,185,carbohydrates
2304,^,14,Gary
2305,^,4,Scheiner
2306,A,1,Integrated
2307,N,37,Services
2308,N,23,reflux
2309,^,4,MyFitnessPal
2310,N,2,password
2311,A,17,leafy
2312,A,27,nutrient
2313,N,15,WARNING
2314,^,2,Meijer
2315,^,26,Greek
2316,A,67,low-fat
2317,N,143,yogurt
2318,N,4,foil
2319,N,1,seals
2320,N,17,customers
2321,^,15,Illinois
2322,^,17,Indiana
2323,^,10,Kentucky
2324,^,20,Michigan
2325,^,16,Ohio
2326,^,11,Wisconsin
2327,^,1,UPC
2328,N,33,Studies
2329,A,105,rich
2330,A,3,crafty
2331,N,238,BG
2332,A,20,aside
2333,A,13,downloadable
2334,N,2,worksheet
2335,A,3,pre-cut
2336,N,23,melon
2337,A,1,Midwestern
2338,N,87,style
2339,A,113,saturated
2340,N,167,fats
2341,N,2,refresher
2342,Z,2,field’s
2343,N,4,Shift
2344,N,15,workers
2345,N,55,illnesses
2346,N,18,self-management
2347,N,63,priority
2348,N,50,shift
2349,A,1,off-peak
2350,N,1,Proponents
2351,A,6,alkaline
2352,N,6,hydration
2353,N,63,belly
2354,N,301,drinking
2355,^,1,DKB
2356,^,10,vertigo
2357,N,104,cases
2358,N,74,relationship
2359,N,50,vacation
2360,A,215,close
2361,N,13,RN
2362,A,512,Healthy
2363,N,287,Research
2364,A,114,Clinical
2365,A,13,triple
2366,A,66,long-term
2367,N,254,Kidney
2368,S,8,women’s
2369,A,43,Set
2370,N,221,journey
2371,A,6,non-food
2372,N,359,treat
2373,^,2,sun-soaked
2374,A,14,step-by-step
2375,N,22,formula
2376,A,17,hearty
2377,^,2,packable
2378,N,13,picnic
2379,N,16,wraps
2380,A,4,lower-carb
2381,N,40,sides
2382,A,25,Strong
2383,A,1,pain-free
2384,N,19,hips
2385,A,14,independent
2386,N,20,connections
2387,N,20,slip
2388,N,15,tax
2389,N,26,deadline
2390,N,1,taxes
2391,A,6,grueling
2392,A,205,local
2393,N,16,farmers
2394,A,1,freshest
2395,N,8,Garden
2396,N,2,Tostadas
2397,^,1,GROUNDBREAKING
2398,N,2,TREATMENT
2399,N,635,making
2400,^,3,UPMC
2401,Z,48,Children's
2402,N,49,Hospital
2403,^,8,Pittsburgh
2404,A,17,groundbreaking
2405,N,55,procedure
2406,^,275,Congress
2407,N,175,Nutrition
2408,N,160,Facts
2409,N,4,pantries
2410,A,2,Heart-healthy
2411,A,31,fat-free
2412,N,71,dairy
2413,N,126,fish
2414,N,63,meats
2415,N,26,poultry
2416,A,47,soy
2417,N,67,oils
2418,N,19,palm
2419,A,11,BAD
2420,N,2,AIR
2421,^,1,Fresno
2422,N,85,air
2423,N,85,alert
2424,A,1,UNHEALTHY
2425,^,1,wildfire
2426,N,43,smoke
2427,^,1,KSEE24
2428,^,1,skycam
2429,A,1,downtown
2430,N,1,#Fresno
2431,N,46,national
2432,N,3,pharmacare
2433,N,11,Advisory
2434,N,76,Council
2435,N,85,devices
2436,A,19,Complete
2437,N,8,questionnaire
2438,N,151,discussion
2439,N,10,forum
2440,A,104,pre
2441,A,48,false
2442,N,27,security
2443,N,93,road
2444,N,10,slew
2445,N,1,standbys
2446,N,122,trip
2447,N,61,bloodwork
2448,^,24,Brussels
2449,N,24,Sprouts
2450,A,158,awesome
2451,N,4,buzz
2452,N,1432,A
2453,N,3,carotene
2454,N,4,selenium
2455,A,48,harmful
2456,N,12,substance
2457,N,9,radicals
2458,N,2,defenses
2459,N,9,structures
2460,N,159,cell
2461,N,2,membranes
2462,N,15,DNA
2463,N,12,antioxidant
2464,A,11,collard
2465,N,94,spinach
2466,N,24,kale
2467,A,173,red
2468,A,32,yellow
2469,N,2,apricot
2470,N,89,carrots
2471,N,12,peach
2472,N,29,pumpkin
2473,N,64,tomato
2474,A,4,Negative
2475,N,3,Emotions
2476,N,13,marijuana
2477,A,19,legal
2478,A,54,acceptable
2479,A,283,related
2480,N,12,hemp
2481,N,2,byproducts
2482,^,45,CBD
2483,^,25,Colorado
2484,^,3,Cap
2485,N,23,sneak
2486,N,9,peek
2487,N,45,Drs
2488,^,8,Nathan
2489,^,8,Jill
2490,^,3,Crandall
2491,^,6,Kieren
2492,^,5,Mather
2493,^,4,Janet
2494,A,2,60-year-old
2495,N,238,drug
2496,N,158,posts
2497,A,55,upcoming
2498,N,6,minorities
2499,N,31,Minority
2500,A,50,vital
2501,^,3,Joanne
2502,^,11,Lewis
2503,N,245,Eating
2504,N,108,amounts
2505,N,233,Care
2506,N,9,headlines
2507,N,101,media
2508,A,7,preliminary
2509,N,2,reporters
2510,N,16,press
2511,N,137,release
2512,N,1,click-worthy
2513,N,205,cover
2514,N,3,Healthletter
2515,^,1,pique
2516,N,14,readers
2517,N,10,interests
2518,N,88,men
2519,A,1,flashy
2520,N,5,headline
2521,N,209,store
2522,^,8,La
2523,^,1,Tiendita
2524,N,71,communities
2525,A,99,further
2526,Z,2,AADE’s
2527,A,7,at-risk
2528,N,147,Center
2529,^,1,Farmworker
2530,N,146,families
2531,N,67,shop
2532,A,4,5-year
2533,A,4,cooperative
2534,N,10,agreement
2535,N,92,Prevention
2536,^,5,underserved
2537,^,4,CDC-recognized
2538,N,62,complication
2539,A,54,monthly
2540,A,7,menstrual
2541,N,5,cycles
2542,A,41,typical
2543,N,33,bloating
2544,N,164,resistance
2545,^,395,May
2546,Z,42,Women's
2547,N,53,topic
2548,N,16,Sundays
2549,Z,1,Central's
2550,A,30,Online
2551,N,19,Experience
2552,N,82,Family
2553,N,467,members
2554,^,23,TrialNet
2555,N,66,charge
2556,^,61,Camp
2557,^,2,Kudzu
2558,N,50,sessions
2559,N,8,Session
2560,^,1,Harbour
2561,^,1,Lake
2562,^,1,Allatoona-
2563,N,4673,am
2564,^,2,Twin
2565,^,6,Lakes
2566,^,2,Rutledge
2567,N,255,pm
2568,^,1,Rutledge-
2569,^,1,Camp-
2570,^,1,Meadows
2571,^,1,Roswell-
